# 0.997425
Q1757191	2	0	It	_prp_	PRP	O	c.	O	O/0.999629	O/0.999629	_COMP_/0.000081	_YES_/0.000291
Q1794	291	13	increase	increase	VB	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	291	14	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	291	15	capacity	capacity	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	291	16	up	up	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	291	17	to	to	TO	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000003	_YES_/0.000009
Q1794	291	19	88_million	_num_	CD	NUMBER	O	O	O/0.999936	O/0.999936	_COMP_/0.000003	_YES_/0.000061
Q1794	291	20	in	in	IN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1794	291	21	2020	2020	CD	DATE	O	O	O/0.999985	O/0.999985	_COMP_/0.000012	_YES_/0.000003
Q1794	291	22	.	.	.	O	O	O	O/0.999828	O/0.999828	_COMP_/0.000163	_YES_/0.000010

# 0.992892
Q1794	292	0	The	the	DT	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q1794	292	1	airport	airport	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	292	2	can	can	MD	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000002	_YES_/0.000010
Q1794	292	3	be	be	VB	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000003	_YES_/0.000010
Q1794	292	4	reached	reach	VBN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	292	5	by	by	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	292	6	car	car	NN	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000002	_YES_/0.000011
Q1794	292	7	or	or	CC	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q1794	292	8	bus	bus	NN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000004	_YES_/0.000005
Q1794	292	9	and	and	CC	O	O	O	O/0.999972	O/0.999972	_COMP_/0.000018	_YES_/0.000010
Q1794	292	10	has	have	VBZ	O	O	O	O/0.999981	O/0.999981	_COMP_/0.000015	_YES_/0.000004
Q1794	292	11	two	_num_	CD	NUMBER	station	O	O/0.993970	O/0.993970	_COMP_/0.000058	_YES_/0.005971
Q1794	292	12	railway	railway	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1794	292	13	stations	station	NNS	O	O	O	O/0.999981	O/0.999981	_COMP_/0.000010	_YES_/0.000009
Q1794	292	14	,	,	,	O	O	O	O/0.999823	O/0.999823	_COMP_/0.000166	_YES_/0.000011
Q1794	292	15	one	_num_	CD	NUMBER	O	O	O/0.999920	O/0.999920	_COMP_/0.000002	_YES_/0.000078
Q1794	292	16	for	for	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	292	17	regional	regional	JJ	O	O	O	O/0.999974	O/0.999974	_COMP_/0.000016	_YES_/0.000010
Q1794	292	18	and	and	CC	O	O	O	O/0.999464	O/0.999464	_COMP_/0.000520	_YES_/0.000016
Q1794	292	19	one	_num_	CD	NUMBER	O	O	O/0.999885	O/0.999885	_COMP_/0.000002	_YES_/0.000114
Q1794	292	20	for	for	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	292	21	long-distance	long-distance	JJ	O	O	O	O/0.999982	O/0.999982	_COMP_/0.000013	_YES_/0.000005
Q1794	292	22	traffic	traffic	NN	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000009	_YES_/0.000003
Q1794	292	23	.	.	.	O	O	O	O/0.999936	O/0.999936	_COMP_/0.000050	_YES_/0.000014

# 0.999511
Q1794	293	0	The	the	DT	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q1794	293	1	S-Bahn	s-bahn	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	293	2	lines	line	NNS	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000002	_YES_/0.000010
Q1794	293	3	S8	s8	NN	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000003	_YES_/0.000010
Q1794	293	4	and	and	CC	O	O	O	O/0.999972	O/0.999972	_COMP_/0.000018	_YES_/0.000010
Q1794	293	5	S9	s9	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	293	6	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	293	7	direction	direction	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000002
Q1794	293	8	``	``	``	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q1794	293	10	Offenbach_Ost	_propernoun_	NNP	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	293	11	''	''	''	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	293	12	or	or	CC	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	293	13	``	``	``	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	293	15	Hanau_Hbf	_propernoun_	NNP	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	293	16	''	''	''	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	293	17	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	293	18	departing	depart	VBG	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	293	19	at	at	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	293	20	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	293	21	regional	regional	JJ	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000005
Q1794	293	22	station	station	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q1794	293	23	take	take	VB	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000003	_YES_/0.000011
Q1794	293	24	10	_num_	CD	NUMBER	O	O	O/0.999952	O/0.999952	_COMP_/0.000002	_YES_/0.000046
Q1794	293	25	--	--	:	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	293	26	15	15	CD	DURATION	O	O	O/0.999984	O/0.999984	_COMP_/0.000013	_YES_/0.000003
Q1794	293	27	minutes	minute	NNS	DURATION	O	O	O/0.999986	O/0.999986	_COMP_/0.000010	_YES_/0.000004
Q1794	293	28	from	from	IN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q1794	293	29	the	the	DT	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q1794	293	30	airport	airport	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000003	_YES_/0.000008
Q1794	293	31	to	to	TO	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	293	34	Frankfurt_Central_Station	_propernoun_	NNP	LOCATION	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1794	293	35	and	and	CC	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000006	_YES_/0.000003
Q1794	293	36	onwards	onward	NNS	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	293	37	to	to	TO	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	293	38	the	the	DT	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	293	39	city	city	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1794	293	40	centre	centre	NN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	293	41	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000003	_YES_/0.000011
Q1794	293	42	Hauptwache	_propernoun_	NNP	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	293	43	station	station	NN	O	O	O	O/0.999999	O/0.999999	_COMP_/0.000001	_YES_/0.000001
Q1794	293	44	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1794	293	45	,	,	,	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000007	_YES_/0.000006
Q1794	293	46	the	the	DT	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	293	47	IC	ic	NN	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q1794	293	48	and	and	CC	O	O	O	O/0.999983	O/0.999983	_COMP_/0.000007	_YES_/0.000009
Q1794	293	49	ICE	ice	NN	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000002	_YES_/0.000011
Q1794	293	50	trains	train	NNS	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000004
Q1794	293	51	departing	depart	VBG	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	293	52	at	at	IN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q1794	293	53	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	293	54	long-distance	long-distance	JJ	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000005
Q1794	293	55	station	station	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q1794	293	56	take	take	VB	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000003	_YES_/0.000011
Q1794	293	57	10	10	CD	DURATION	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q1794	293	58	minutes	minute	NNS	DURATION	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q1794	293	59	to	to	TO	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q1794	293	62	Frankfurt_Central_Station	_propernoun_	NNP	LOCATION	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	293	63	.	.	.	O	O	O	O/0.999979	O/0.999979	_COMP_/0.000017	_YES_/0.000004

# 0.999913
Q1794	298	0	Passenger	passenger	NN	O	O	O	O/0.999975	O/0.999975	_COMP_/0.000009	_YES_/0.000015
Q1794	298	1	traffic	traffic	NN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	298	2	at	at	IN	O	O	O	O/0.999982	O/0.999982	_COMP_/0.000003	_YES_/0.000015
Q1794	298	4	Hahn_Airport	_propernoun_	NNP	LOCATION	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q1794	298	5	in	in	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	298	6	2010	2010	CD	DATE	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	298	7	was	be	VBD	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	298	9	3.5_million	_num_	CD	NUMBER	O	O	O/0.999992	O/0.999992	_COMP_/0.000001	_YES_/0.000008
Q1794	298	10	.	.	.	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000010	_YES_/0.000003

# 0.999411
Q1794	301	0	The	the	DT	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000006	_YES_/0.000009
Q1794	301	2	Frankfurter_Kreuz	_propernoun_	NNP	PERSON	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	301	3	is	be	VBZ	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000003
Q1794	301	4	an	a	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000001	_YES_/0.000007
Q1794	301	5	Autobahn	_propernoun_	NNP	MISC	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	301	6	interchange	interchange	NN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	301	7	close	close	NN	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000002	_YES_/0.000009
Q1794	301	8	to	to	TO	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000002	_YES_/0.000006
Q1794	301	9	the	the	DT	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000003
Q1794	301	10	airport	airport	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000006
Q1794	301	11	,	,	,	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000007	_YES_/0.000004
Q1794	301	12	where	where	WRB	O	O	O	O/0.999989	O/0.999989	_COMP_/0.000002	_YES_/0.000009
Q1794	301	13	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1794	301	14	Bundesautobahn	_propernoun_	NNP	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	301	15	3	_num_	CD	NUMBER	a3	O	O/0.999811	O/0.999811	_COMP_/0.000006	_YES_/0.000182
Q1794	301	16	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1794	301	17	A3	a3	NN	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000010	_YES_/0.000004
Q1794	301	18	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000001
Q1794	301	19	,	,	,	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000007	_YES_/0.000005
Q1794	301	20	Cologne	_propernoun_	NNP	LOCATION	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	301	21	to	to	TO	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	301	22	Würzburg	_propernoun_	NNP	LOCATION	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000003
Q1794	301	23	,	,	,	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000004	_YES_/0.000003
Q1794	301	24	and	and	CC	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000003	_YES_/0.000004
Q1794	301	25	the	the	DT	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1794	301	26	Bundesautobahn	_propernoun_	NNP	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1794	301	27	5	_num_	CD	NUMBER	a5	O	O/0.999882	O/0.999882	_COMP_/0.000004	_YES_/0.000114
Q1794	301	28	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1794	301	29	A5	a5	NN	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000010	_YES_/0.000004
Q1794	301	30	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000001
Q1794	301	31	,	,	,	O	O	O	O/0.999988	O/0.999988	_COMP_/0.000007	_YES_/0.000005
Q1794	301	32	Basel	_propernoun_	NNP	LOCATION	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	301	33	to	to	TO	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	301	34	Hannover	_propernoun_	NNP	LOCATION	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000003
Q1794	301	35	,	,	,	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000004	_YES_/0.000004
Q1794	301	36	meet	meet	VBP	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	301	37	.	.	.	O	O	O	O/0.999943	O/0.999943	_COMP_/0.000034	_YES_/0.000023

# 0.985206
Q1794	302	0	With	with	IN	O	O	O	O/0.999977	O/0.999977	_COMP_/0.000009	_YES_/0.000015
Q1794	302	1	approximately	approximately	RB	O	O	O	O/0.999946	O/0.999946	_COMP_/0.000049	_YES_/0.000005
Q1794	302	2	320,000	_num_	CD	NUMBER	car	O	O/0.985822	O/0.985822	_COMP_/0.000071	_YES_/0.014107
Q1794	302	3	cars	car	NNS	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000004	_YES_/0.000005
Q1794	302	4	passing	pass	VBG	O	O	O	O/0.999981	O/0.999981	_COMP_/0.000015	_YES_/0.000004
Q1794	302	5	through	through	IN	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000010	_YES_/0.000003
Q1794	302	6	it	_prp_	PRP	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q1794	302	7	every	every	DT	SET	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	302	8	day	day	NN	SET	O	O	O/0.999981	O/0.999981	_COMP_/0.000007	_YES_/0.000012
Q1794	302	9	it	_prp_	PRP	O	interchange	O	O/0.999595	O/0.999595	_COMP_/0.000054	_YES_/0.000351
Q1794	302	10	is	be	VBZ	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000004
Q1794	302	11	Europe	_propernoun_	NNP	LOCATION	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000007
Q1794	302	12	's	's	POS	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	302	13	most	most	JJS	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000002	_YES_/0.000015
Q1794	302	14	heavily	heavily	RB	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000002	_YES_/0.000006
Q1794	302	15	used	used	JJ	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q1794	302	16	interchange	interchange	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q1794	302	17	.	.	.	O	O	O	O/0.999926	O/0.999926	_COMP_/0.000057	_YES_/0.000017

# 0.999320
Q1794	303	0	The	the	DT	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000006	_YES_/0.000009
Q1794	303	1	Bundesautobahn	_propernoun_	NNP	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q1794	303	2	66	_num_	CD	NUMBER	a66	O	O/0.999446	O/0.999446	_COMP_/0.000006	_YES_/0.000547
Q1794	303	3	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1794	303	4	A66	a66	NN	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000010	_YES_/0.000004
Q1794	303	5	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000006	_YES_/0.000001
Q1794	303	6	connects	connect	VBZ	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	303	7	Frankfurt	_propernoun_	NNP	LOCATION	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	303	8	with	with	IN	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000002
Q1794	303	9	Wiesbaden	_propernoun_	NNP	LOCATION	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000004
Q1794	303	10	in	in	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	303	11	the	the	DT	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000003	_YES_/0.000005
Q1794	303	12	west	west	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1794	303	13	and	and	CC	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000005	_YES_/0.000002
Q1794	303	14	Fulda	_propernoun_	NNP	LOCATION	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q1794	303	15	in	in	IN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	303	16	the	the	DT	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	303	17	east	east	JJ	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1794	303	18	.	.	.	O	O	O	O/0.999980	O/0.999980	_COMP_/0.000016	_YES_/0.000004

# 0.999670
Q1794	304	0	The	the	DT	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q1794	304	1	Bundesautobahn	bundesautobahn	NN	MISC	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	304	2	661	_num_	CD	NUMBER	O	O	O/0.999976	O/0.999976	_COMP_/0.000001	_YES_/0.000023
Q1794	304	3	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000001	_YES_/0.000005
Q1794	304	4	A661	a661	NN	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000012	_YES_/0.000003
Q1794	304	5	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000001
Q1794	304	6	is	be	VBZ	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	304	7	mainly	mainly	RB	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000001
Q1794	304	8	a	a	DT	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000002
Q1794	304	9	commuter	commuter	NN	O	O	O	O/0.999992	O/0.999992	_COMP_/0.000002	_YES_/0.000006
Q1794	304	10	motorway	motorway	NN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	304	11	which	which	WDT	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000004	_YES_/0.000011
Q1794	304	12	starts	start	VBZ	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q1794	304	13	in	in	IN	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000003	_YES_/0.000006
Q1794	304	14	the	the	DT	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q1794	304	15	south	south	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	304	16	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	304	17	Egelsbach	egelsbach	NN	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q1794	304	18	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000002	_YES_/0.000002
Q1794	304	19	,	,	,	O	O	O	O/0.999987	O/0.999987	_COMP_/0.000007	_YES_/0.000006
Q1794	304	20	runs	run	VBZ	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	304	21	through	through	IN	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000002	_YES_/0.000008
Q1794	304	22	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000004
Q1794	304	23	eastern	eastern	JJ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000003	_YES_/0.000007
Q1794	304	24	part	part	NN	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
Q1794	304	25	and	and	CC	O	O	O	O/0.999955	O/0.999955	_COMP_/0.000020	_YES_/0.000025
Q1794	304	26	ends	end	VBZ	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	304	27	in	in	IN	O	O	O	O/0.999994	O/0.999994	_COMP_/0.000002	_YES_/0.000004
Q1794	304	28	the	the	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000001	_YES_/0.000003
Q1794	304	29	north	north	NN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	304	30	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	304	31	Oberursel	oberursel	NN	DATE	O	O	O/0.999969	O/0.999969	_COMP_/0.000004	_YES_/0.000027
Q1794	304	32	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000002	_YES_/0.000002
Q1794	304	33	.	.	.	O	O	O	O/0.999972	O/0.999972	_COMP_/0.000020	_YES_/0.000008

# 0.995822
Q1794	305	0	The	the	DT	O	O	O	O/0.999984	O/0.999984	_COMP_/0.000006	_YES_/0.000010
Q1794	305	1	Bundesautobahn	bundesautobahn	NN	MISC	O	O	O/0.999987	O/0.999987	_COMP_/0.000010	_YES_/0.000004
Q1794	305	2	648	_num_	CD	NUMBER	a648	O	O/0.996955	O/0.996955	_COMP_/0.000023	_YES_/0.003022
Q1794	305	3	-LRB-	-lrb-	-LRB-	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000001	_YES_/0.000006
Q1794	305	4	A648	a648	NN	O	O	O	O/0.999985	O/0.999985	_COMP_/0.000012	_YES_/0.000003
Q1794	305	5	-RRB-	-rrb-	-RRB-	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000005	_YES_/0.000001
Q1794	305	6	is	be	VBZ	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000001	_YES_/0.000003
Q1794	305	7	a	a	DT	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	305	8	very	very	RB	O	O	O	O/0.999997	O/0.999997	_COMP_/0.000001	_YES_/0.000001
Q1794	305	9	short	short	JJ	O	O	O	O/0.999991	O/0.999991	_COMP_/0.000002	_YES_/0.000007
Q1794	305	10	motorway	motorway	NN	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000004	_YES_/0.000011
Q1794	305	11	in	in	IN	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000005
Q1794	305	12	the	the	DT	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	305	13	western	western	JJ	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000002	_YES_/0.000005
Q1794	305	14	part	part	NN	O	O	O	O/0.999998	O/0.999998	_COMP_/0.000001	_YES_/0.000001
Q1794	305	15	which	which	WDT	O	O	O	O/0.999986	O/0.999986	_COMP_/0.000003	_YES_/0.000011
Q1794	305	16	primarily	primarily	RB	O	O	O	O/0.999993	O/0.999993	_COMP_/0.000003	_YES_/0.000004
Q1794	305	17	serves	serve	VBZ	O	O	O	O/0.999990	O/0.999990	_COMP_/0.000003	_YES_/0.000006
Q1794	305	18	as	as	IN	O	O	O	O/0.999996	O/0.999996	_COMP_/0.000002	_YES_/0.000002
Q1794	305	19	a	a	DT	O	O	O	O/0.999995	O/0.999995	_COMP_/0.000002	_YES_/0.000003
